timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1708944587327,381,POST Register,201,Created,Worload Config 1-111,text,true,,897,204,1,1,https://reqres.in/api/users,381,0,0
1708944587737,94,GET Single User,200,OK,Worload Config 1-112,text,true,,1182,96,1,1,https://reqres.in/api/users/2,94,0,62
1708944587831,398,POST Register,201,Created,Worload Config 1-112,text,true,,897,204,1,1,https://reqres.in/api/users,398,0,0
1708944588237,98,GET Single User,200,OK,Worload Config 1-113,text,true,,1186,96,1,1,https://reqres.in/api/users/2,98,0,68
1708944588336,388,POST Register,201,Created,Worload Config 1-113,text,true,,897,204,1,1,https://reqres.in/api/users,388,0,0
1708944588737,131,GET Single User,200,OK,Worload Config 1-114,text,true,,1178,96,1,1,https://reqres.in/api/users/2,131,0,90
1708944588868,388,POST Register,201,Created,Worload Config 1-114,text,true,,893,204,2,2,https://reqres.in/api/users,388,0,0
1708944589237,95,GET Single User,200,OK,Worload Config 1-115,text,true,,1178,96,1,1,https://reqres.in/api/users/2,95,0,64
1708944589332,390,POST Register,201,Created,Worload Config 1-115,text,true,,893,204,1,1,https://reqres.in/api/users,390,0,0
1708944589737,93,GET Single User,200,OK,Worload Config 1-116,text,true,,1182,96,1,1,https://reqres.in/api/users/2,93,0,54
1708944589830,391,POST Register,201,Created,Worload Config 1-116,text,true,,893,204,1,1,https://reqres.in/api/users,391,0,0
1708944590237,96,GET Single User,200,OK,Worload Config 1-117,text,true,,1182,96,1,1,https://reqres.in/api/users/2,96,0,67
1708944590334,398,POST Register,201,Created,Worload Config 1-117,text,true,,893,204,1,1,https://reqres.in/api/users,398,0,0
1708944590736,91,GET Single User,200,OK,Worload Config 1-118,text,true,,1186,96,1,1,https://reqres.in/api/users/2,91,0,60
1708944590827,384,POST Register,201,Created,Worload Config 1-118,text,true,,893,204,1,1,https://reqres.in/api/users,384,0,0
1708944591237,84,GET Single User,200,OK,Worload Config 1-119,text,true,,1186,96,1,1,https://reqres.in/api/users/2,84,0,50
1708944591322,396,POST Register,201,Created,Worload Config 1-119,text,true,,893,204,1,1,https://reqres.in/api/users,396,0,0
1708944591737,86,GET Single User,200,OK,Worload Config 1-120,text,true,,1178,96,1,1,https://reqres.in/api/users/2,86,0,54
1708944591824,404,POST Register,201,Created,Worload Config 1-120,text,true,,892,204,1,1,https://reqres.in/api/users,404,0,0
